Date,Product,Quantity,Price
2025-12-01,Milk Fresh,305.3,33.24
2023-07-15,Onions White,112.1,25.9
2024-04-28,Oats,1171.5,56.18
2023-06-15,Tomatoes Cherry,650.1,30.52
2025-06-26,Plums,175.5,47.18
2024-01-22,Yogurt Strawberry,166.7,146.83
2025-06-29,Butter,344.7,166.116
2023-12-02,Grapes Red,83.8,73.73
2025-11-13,Milk Fresh,220.0,69.99
2024-05-21,Barley,1183.7,32.95
2025-01-31,Carrots,632.6,38.49
2024-05-03,Eggplant,307.5,15.92
2025-11-27,Pineapple,236.0,44.99
2023-02-16,Wheat Durum,1082.6,50.328
2025-10-19,Oats,1046.3,55.668
2023-04-26,Cream,470.3,129.05
2024-04-05,Wheat Durum,577.3,53.89
2024-09-22,Onions Red,232.2,30.92
2025-03-30,Tomatoes Fresh,425.6,20.6
2024-06-30,Cheese Mozzarella,175.3,64.18
2024-12-27,Milk Fresh,456.6,131.64
2024-10-17,Oranges,245.0,89.95
2024-11-19,Spinach,274.8,34.17
2025-05-27,Oranges Navel,63.7,91.06
2023-09-25,Spinach,501.2,37.37
2023-07-02,Broccoli,365.0,42.216
2025-04-26,Bananas,386.7,69.72
2024-07-17,Mangoes,131.4,49.2
2023-04-16,Yogurt Greek,283.0,157.93200000000002
2024-01-26,Cream,176.2,43.35
2024-12-21,Soybeans,613.0,31.87
2023-11-09,Tomatoes Cherry,322.5,18.16
2024-09-11,Mangoes,383.4,90.53
2023-02-20,Cream,251.5,85.71
2024-06-02,Cheese Mozzarella,190.7,62.55
2023-09-23,Oats,576.2,41.03
2024-11-29,Carrots Baby,604.0,19.4
2023-05-22,Peaches,180.2,59.66
2025-02-23,Yogurt Plain,363.5,81.43
2025-10-27,Onions White,453.7,15.27
2025-11-26,Rice Basmati,593.6,31.98
2025-07-13,Yogurt Plain,471.1,91.96
2025-03-24,Oranges Navel,113.8,75.46
2024-04-15,Quinoa,1544.7,57.94
2025-11-12,Yogurt Plain,458.4,107.58
2025-02-16,Grapes Red,247.6,49.21
2023-09-05,Grapes Red,113.0,41.65
2025-10-12,Pears,177.1,95.09
2025-04-18,Milk Fresh,242.6,52.728
2024-06-21,Milk Almond,330.5,99.07
2025-10-03,Wheat Durum,1556.6,52.21
2023-07-02,Corn White,1024.6,63.49199999999999
2025-09-10,Corn Yellow,922.2,44.58
2025-12-31,Pineapple,181.3,45.79
2025-02-20,Apples Red,310.5,50.58
2023-05-26,Onions Red,281.9,20.65
2023-01-14,Cheese Mozzarella,357.5,46.55
2024-05-08,Soybeans,692.3,58.53
2025-07-30,Cheese Cheddar,74.9,131.41
2023-02-09,Potatoes Sweet,404.7,16.04
2025-05-10,Plums,224.2,47.49
2023-12-30,Zucchini,312.1,39.15
2025-09-18,Bananas,155.6,60.45
2025-02-23,Cheese Mozzarella,270.3,32.5
2024-02-16,Butter,117.6,78.45
2025-09-06,Corn White,984.6,48.8
2024-04-25,Cheese Mozzarella,364.1,130.32
2023-12-28,Apples Green,340.3,57.02
2023-11-04,Peaches,272.5,98.1
2025-05-04,Blueberries,253.7,108.444
2023-02-07,Onions White,484.4,20.832
2025-10-28,Wheat Organic,1942.9,41.96
2025-11-26,Mangoes,379.4,68.26
2025-05-07,Rice Basmati,1963.2,69.588
2023-07-30,Eggplant,596.8,16.91
2025-01-10,Corn White,1305.5,45.816
2024-09-27,Rice Premium,1749.3,37.63
2025-11-23,Yogurt Plain,41.6,121.17
2025-09-11,Grapes Red,204.2,51.024
2025-01-11,Cauliflower,327.9,18.77
2025-02-26,Oranges Navel,81.4,72.38
2025-09-09,Tomatoes Fresh,407.3,29.97
2023-08-15,Barley,826.1,56.55
2025-01-19,Rice Basmati,1684.3,55.49
2025-08-24,Butter,26.1,63.1
2025-10-02,Apples Red,340.9,106.644
2023-09-09,Oranges,337.9,69.67
2023-01-09,Cream,181.2,99.77
2024-09-24,Broccoli,220.7,25.87
2025-02-08,Bananas,51.8,44.27
2025-06-13,Peppers Bell,160.5,33.37
2025-08-20,Corn Yellow,593.8,52.84
2025-05-25,Blueberries,120.0,82.74
2023-03-12,Eggplant,255.7,18.2
2025-01-31,Oranges,341.7,93.45
2024-11-05,Corn Yellow,1748.0,52.1
2025-05-31,Wheat Durum,2279.9,40.74
2024-04-28,Yogurt Strawberry,187.5,121.51
2023-11-23,Apples Red,213.1,98.62
2025-06-01,Bananas,336.8,60.76
2024-05-06,Onions White,241.6,34.26
2023-10-04,Grapes Green,386.2,96.37
2023-01-02,Onions White,294.7,39.31
2024-12-05,Eggs,253.7,42.04
2025-01-22,Cheese Cheddar,204.8,111.84
2025-05-08,Bananas,110.7,77.34
2024-03-25,Oats,1510.0,53.25
2024-12-21,Bananas,121.6,85.37
2024-10-26,Yogurt Greek,258.4,53.13
2025-03-22,Barley,1282.5,41.17
2025-03-14,Oranges,180.5,94.81
2025-03-28,Yogurt Plain,21.4,42.29
2025-12-22,Blueberries,173.0,90.12
2023-03-29,Plums,267.8,81.87
2024-02-14,Oats,1845.3,41.55
2024-04-23,Pears,103.6,60.55
2023-07-14,Eggs,433.8,57.15
2025-02-21,Oats,607.4,40.71
2025-11-27,Spinach,666.8,46.764
2024-01-14,Eggplant,593.1,19.68
2025-03-18,Yogurt Strawberry,330.0,142.95
2023-05-13,Soybeans,961.8,40.63
2023-10-19,Soybeans,1094.7,64.812
2025-10-19,Broccoli,446.0,22.81
2024-08-28,Eggs Organic,430.2,73.47
2025-03-24,Butter,147.0,62.73
2024-02-03,Rice Basmati,528.0,43.35
2024-11-04,Milk Fresh,105.3,143.6
2025-08-08,Onions White,260.4,26.376
2024-01-26,Eggs Organic,269.7,46.02
2023-03-27,Corn White,1094.1,47.91
2025-11-27,Yogurt Strawberry,72.7,70.55
2023-06-01,Yogurt Greek,92.6,51.14
2025-08-19,Yogurt Strawberry,218.2,77.25
2024-07-12,Pineapple,203.7,88.37
2023-02-04,Yogurt Strawberry,252.5,50.5
2024-11-20,Strawberries,386.7,83.56
2025-02-23,Cheese Mozzarella,259.0,28.12
2024-01-27,Wheat Durum,1717.2,42.36
2024-01-03,Broccoli,136.0,35.94
2024-05-04,Potatoes Sweet,394.0,23.08
2023-08-12,Pears,345.6,50.59
2023-09-16,Cheese Cheddar,240.2,59.49
2024-05-11,Carrots,499.3,32.45
2023-01-23,Soybeans,1303.0,55.29
2024-12-31,Pears,289.6,99.74
2025-11-14,Cream,485.5,131.28
2025-02-02,Peppers Bell,210.8,15.03
2023-02-17,Yogurt Plain,135.3,111.588
2024-08-04,Oats,1564.2,47.97599999999999
2025-09-30,Corn Yellow,1882.5,57.09
2024-01-20,Yogurt Greek,194.7,61.8
2023-12-29,Milk Fresh,55.3,89.3
2023-04-12,Carrots Baby,440.0,20.26
2025-02-28,Rice Premium,1690.5,38.04
2023-09-18,Oranges,93.1,64.2
2024-10-16,Cauliflower,345.1,38.19
2025-01-27,Grapes Red,214.9,53.34
2024-01-18,Broccoli,555.6,30.21
2023-11-14,Wheat Durum,1991.2,51.17
2023-03-04,Apples Green,176.4,73.97999999999999
2023-05-08,Yogurt Strawberry,267.0,102.33
2025-04-25,Eggplant,156.3,22.08
2024-03-29,Oats,506.3,40.51199999999999
2023-06-05,Butter,140.9,121.12
2024-02-16,Blueberries,90.7,110.808
2023-03-01,Quinoa,656.8,57.28
2025-10-19,Apples Red,322.1,69.74
2025-07-16,Eggs Organic,303.5,54.66
2023-07-25,Apples Red,104.8,84.1
2023-11-21,Potatoes,441.1,30.14
2025-07-17,Wheat Durum,1639.2,58.116
2023-09-01,Rice Basmati,990.5,41.21
2024-08-12,Wheat Durum,1432.8,71.05199999999999
2025-04-15,Wheat Durum,1213.1,59.85
2023-10-26,Yogurt Plain,112.1,60.91
2023-06-16,Raspberries,473.2,42.0
2024-02-13,Wheat Organic,1011.8,47.59
2025-08-06,Onions White,587.6,47.364
2024-11-07,Yogurt Plain,141.1,44.11
2025-12-03,Peaches,346.4,73.65
2023-05-20,Plums,108.9,91.6
2025-02-10,Peaches,137.0,50.61
2023-08-03,Grapes Red,295.6,94.32
2025-12-26,Wheat Organic,575.4,44.43
2024-09-25,Barley,1388.2,32.87
2023-01-07,Carrots,394.8,17.05
2023-12-18,Strawberries,131.5,87.45
2025-07-18,Spinach,560.4,17.09
2025-09-25,Grapes Green,208.2,45.23
2025-11-08,Oats,980.7,54.588
2025-02-22,Butter,452.8,37.83
2025-12-15,Oats,1482.0,40.0
2023-10-01,Rice Premium,1613.4,49.76
2023-06-08,Pineapple,475.3,92.94
2023-06-05,Eggs,71.2,100.58
2023-01-10,Spinach,350.8,47.24399999999999
2023-06-25,Cauliflower,201.3,30.38
2023-10-15,Zucchini,253.6,27.48
2023-03-10,Cucumbers,225.5,45.66
2024-10-21,Potatoes,537.8,31.44
2024-02-12,Soybeans,1587.9,44.89
2024-06-10,Raspberries,102.2,98.63
2025-11-12,Eggplant,387.4,35.48
2023-01-31,Eggs Organic,351.4,116.32
2025-08-01,Eggs,492.5,142.27
2025-07-20,Eggplant,468.7,18.8
2023-12-22,Milk Fresh,338.7,77.89
2024-11-21,Peppers Bell,604.9,24.98
2025-11-27,Raspberries,72.0,75.204
2023-07-06,Tomatoes Fresh,561.6,37.41
2025-08-24,Soybeans,1921.5,57.14
2024-12-26,Pineapple,104.1,91.34
2023-04-06,Apples Red,119.7,52.14
2025-05-28,Corn White,1600.0,45.3
2024-06-12,Barley,912.5,58.85
2025-12-08,Cream,229.4,112.39
2025-05-20,Corn Yellow,880.0,46.23
2024-01-21,Barley,1189.0,59.25
2025-10-03,Pineapple,303.4,95.25
2023-06-12,Quinoa,641.4,43.368
2025-03-23,Mangoes,368.5,67.29
2024-08-17,Eggs Organic,60.5,110.82
2024-03-06,Eggs Organic,21.2,110.35
2023-11-28,Wheat Organic,1668.6,65.112
2025-03-09,Rice Premium,1041.6,51.072
2025-12-29,Oats,1595.5,35.04
2024-11-02,Wheat Durum,1304.6,51.8
2025-10-13,Milk Fresh,352.7,132.24
2025-10-19,Rice Premium,2355.1,48.7
2024-12-29,Apples Green,289.6,93.132
2025-09-08,Cheese Mozzarella,175.1,78.53
2025-05-28,Strawberries,170.9,49.61
2025-09-04,Potatoes Sweet,211.6,25.04
2025-06-27,Peaches,106.0,83.92
2025-10-31,Rice Premium,693.3,47.11
2025-05-19,Cheese Feta,397.8,90.912
2023-09-29,Corn White,926.1,49.79
2025-10-25,Potatoes,141.0,38.74
2024-12-29,Carrots Baby,529.7,32.71
2024-01-10,Oats,1652.8,37.08
2025-02-24,Plums,139.9,78.71
2024-02-03,Yogurt Strawberry,438.8,47.964
2023-04-01,Eggs Organic,118.3,124.128
2025-10-31,Yogurt Strawberry,161.4,67.12
2024-01-11,Eggs Organic,439.9,96.87
2023-07-14,Cheese Feta,269.4,67.97
2023-09-29,Oranges,133.5,97.8
2024-01-21,Corn Yellow,1302.0,35.91
2025-12-04,Wheat Organic,665.7,40.82
2023-01-18,Quinoa,1017.4,57.02
2023-03-31,Quinoa,728.9,56.28
2024-08-01,Rice Basmati,1942.6,52.03
2024-05-27,Peaches,70.5,69.0
2025-06-21,Broccoli,250.0,35.964
2024-03-20,Broccoli,553.7,35.59
2024-07-31,Cheese Feta,204.8,52.1
2024-04-30,Milk Fresh,45.6,127.04
2025-12-28,Grapes Red,275.7,43.06
2025-07-04,Rice Basmati,516.1,45.036
2025-04-05,Onions White,457.0,33.01
2023-07-08,Barley,948.4,63.49199999999999
2023-01-15,Pears,83.4,47.84
2023-05-21,Pineapple,253.0,76.512
2023-01-14,Apples Red,461.1,96.5
2024-11-30,Mangoes,355.2,79.79
2023-02-07,Zucchini,117.0,19.39
2025-08-22,Oranges Navel,317.8,45.69
2023-06-05,Cream,88.4,41.41
2023-07-30,Yogurt Strawberry,355.3,70.15
2024-10-14,Cucumbers,193.8,43.188
2024-02-14,Spinach,511.4,29.1
2025-11-14,Grapes Green,136.1,90.65
2025-05-28,Grapes Red,95.0,42.1
2024-07-10,Barley,1091.5,41.06
2023-02-22,Cream,160.2,93.42
2025-04-05,Grapes Green,243.1,96.45
2025-11-26,Cauliflower,746.6,38.89
2023-07-09,Cabbage,314.2,25.82
2025-05-30,Strawberries,210.7,75.71
2023-06-08,Spinach,363.4,19.38
2025-04-18,Strawberries,265.4,60.12
2023-01-23,Corn Yellow,1238.2,43.94
2025-02-13,Butter,294.3,142.27
2023-05-16,Strawberries,179.4,94.81
2023-05-14,Carrots,333.3,39.47
2024-02-13,Apples Red,148.1,49.12799999999999
2023-01-30,Raspberries,449.5,114.864
2024-12-29,Barley,777.4,53.62799999999999
2023-04-25,Lettuce,168.4,21.4
2024-07-03,Yogurt Plain,69.2,26.28
2024-03-15,Raspberries,70.5,99.45
2025-01-26,Oats,779.0,50.472
2023-08-24,Cheese Mozzarella,410.5,61.02
2024-07-20,Cheese Cheddar,499.6,62.06
2023-03-27,Cauliflower,280.0,32.79
2023-09-16,Apples Green,110.1,93.66
2023-09-05,Quinoa,1795.2,38.61
2023-05-01,Mangoes,313.1,51.41
2025-04-30,Rice Basmati,549.8,49.74
2025-07-16,Lettuce,390.4,18.97
2025-08-08,Apples Red,234.7,65.9
2025-12-24,Butter,159.1,110.65
2023-12-26,Blueberries,334.8,72.108
2025-04-05,Cheese Cheddar,252.8,97.56
2023-04-01,Cheese Mozzarella,28.6,137.45
2024-02-02,Cheese Cheddar,290.5,107.47
2024-11-17,Tomatoes Cherry,214.0,20.59
2025-01-12,Blueberries,304.6,45.6
2025-02-15,Oats,1134.4,38.44
2024-03-17,Wheat Durum,1927.2,31.63
2025-07-12,Spinach,493.2,39.43
2025-07-06,Yogurt Strawberry,270.7,116.55
2025-12-24,Potatoes Sweet,548.1,38.44
2024-04-16,Wheat Organic,1969.5,71.256
2025-07-14,Eggs Organic,103.6,120.8
2023-07-25,Cucumbers,253.2,36.75
2025-02-21,Cheese Mozzarella,226.4,142.19
2023-12-05,Potatoes,433.4,23.796
2025-11-04,Apples Green,249.1,89.43599999999999
2023-05-24,Plums,185.3,85.42
2023-12-28,Oranges Navel,365.5,95.03
2024-10-25,Pears,145.1,68.35
2024-06-26,Rice Premium,574.8,49.12799999999999
2025-06-17,Rice Premium,1916.3,60.708
2024-04-29,Rice Premium,650.5,32.03
2023-01-23,Cheese Feta,42.8,140.27
2025-10-27,Cream,293.5,52.81
2024-07-16,Cream,493.5,79.12
2024-09-01,Corn White,1066.0,31.25
2023-12-25,Carrots,189.4,26.77
2024-02-06,Tomatoes Cherry,499.0,22.272
2024-05-21,Onions Red,247.1,25.41
2024-08-30,Oranges Navel,281.9,81.01
2023-08-10,Milk Fresh,155.4,97.31
2025-08-03,Cabbage,186.4,37.86
2023-08-15,Pears,356.0,100.416
2025-08-08,Milk Fresh,242.5,119.09
2023-09-23,Butter,100.7,48.04
2024-05-23,Pears,325.0,72.0
2023-12-29,Wheat Organic,555.4,45.59
2025-11-16,Pears,265.6,91.428
2025-12-09,Mangoes,343.7,62.34
2025-08-17,Yogurt Plain,446.8,96.38
2023-04-20,Mangoes,134.9,50.68
2024-01-20,Oranges,343.1,62.08
2024-02-21,Cabbage,355.9,24.64
2025-10-12,Tomatoes Fresh,260.5,32.14
2023-02-13,Grapes Red,327.2,79.44
2023-05-21,Milk Almond,108.5,135.0
2023-01-30,Broccoli,388.8,21.31
2024-01-18,Grapes Green,443.8,106.644
2023-06-01,Raspberries,462.9,40.23
2024-06-14,Peppers Bell,576.7,25.85
2025-09-08,Rice Basmati,849.9,57.288
2023-04-23,Cream,76.1,120.96
2024-02-28,Oats,1496.2,39.456
2024-10-26,Cheese Cheddar,456.2,78.65
2025-02-17,Cheese Cheddar,20.9,82.0
2024-02-15,Quinoa,914.8,34.18
2025-08-10,Raspberries,331.1,108.18
2025-08-01,Oranges,220.5,78.61
2023-02-01,Corn White,763.0,63.87599999999999
2023-10-19,Potatoes Sweet,159.9,35.26
2023-08-05,Grapes Red,345.3,60.28
2025-08-11,Pears,337.9,87.1
2024-03-06,Tomatoes Cherry,115.0,24.04
2024-02-20,Apples Red,123.8,55.51199999999999
2025-12-31,Quinoa,1447.9,53.63
2024-02-15,Zucchini,194.3,17.81
2025-10-15,Barley,860.1,32.0
2025-12-11,Cheese Cheddar,475.7,117.41
2024-08-29,Soybeans,1943.5,33.02
2024-10-23,Yogurt Plain,261.7,124.05
2023-10-31,Oranges,399.5,96.828
2024-06-20,Raspberries,449.5,48.92
2025-08-03,Corn White,1029.2,55.35
2023-05-01,Oats,648.8,36.65
2024-03-10,Barley,1230.2,32.53
2023-11-13,Bananas,173.0,98.24
2024-05-12,Tomatoes Fresh,101.1,22.24
2025-07-24,Milk Fresh,133.6,148.58399999999995
2023-05-17,Mangoes,318.7,101.568
2023-09-20,Eggplant,266.4,33.59
2025-08-01,Soybeans,1749.8,47.42
2023-07-01,Grapes Red,206.4,69.59
2023-10-15,Butter,237.0,118.98
2023-03-06,Oats,717.3,46.08
2025-10-26,Cheese Feta,131.7,78.94
2023-10-08,Eggs Organic,279.9,136.5
2025-12-05,Cream,218.0,45.36
2024-08-03,Milk Fresh,65.2,25.72
2025-01-26,Onions White,685.5,27.43
2024-04-04,Cucumbers,494.2,34.16
2024-03-08,Rice Basmati,1971.4,60.624
2024-11-25,Rice Basmati,1835.5,42.25
2023-03-23,Rice Premium,665.7,47.43
2025-09-08,Strawberries,149.5,49.82
2024-06-05,Apples Red,366.2,47.03
2023-01-13,Milk Fresh,418.5,134.3
2024-09-06,Plums,328.4,41.99
2024-02-05,Butter,321.6,27.05
2023-05-07,Broccoli,293.3,22.82
2023-02-26,Barley,1910.6,50.09
2024-10-02,Corn White,1327.8,51.828
2023-03-30,Eggs,427.4,100.86
2025-04-29,Strawberries,144.4,79.51
2025-05-16,Cheese Mozzarella,372.5,118.46
2023-01-10,Grapes Green,400.7,91.53
2025-09-03,Mangoes,87.1,69.48
2023-02-15,Yogurt Greek,28.5,142.91
2025-06-18,Oranges,242.9,72.63
2025-09-22,Yogurt Greek,372.9,123.024
2023-11-19,Cheese Cheddar,302.4,31.95
2023-10-09,Milk Almond,63.9,108.15
2025-11-14,Cheese Cheddar,179.6,57.28
2024-08-13,Wheat Durum,920.5,33.45
2023-12-01,Blueberries,292.2,105.156
2025-11-27,Oranges,263.1,58.52
2024-03-27,Wheat Organic,1125.1,55.95
2024-02-01,Yogurt Plain,166.7,175.212
2023-03-15,Oranges Navel,344.0,111.9
2025-04-29,Lettuce,167.9,17.75
2025-04-13,Peppers Bell,500.4,45.444
2025-10-15,Milk Almond,474.8,113.05
2024-03-01,Wheat Durum,573.3,32.84
2024-09-21,Pears,322.7,50.844
2024-04-22,Cheese Mozzarella,271.8,68.8
2025-06-22,Onions White,333.0,25.99
2023-01-08,Blueberries,112.3,96.96
2024-10-12,Yogurt Greek,498.4,65.448
2023-03-04,Zucchini,226.5,29.99
2024-11-04,Onions White,544.7,35.03
2024-01-25,Bananas,483.4,77.892
2025-06-11,Yogurt Strawberry,496.5,63.84
2025-04-02,Pineapple,117.1,70.4
2025-09-15,Cheese Cheddar,272.6,130.188
2023-09-02,Cucumbers,139.1,42.216
2025-06-15,Yogurt Strawberry,481.0,78.04
2024-12-07,Onions Red,157.1,27.08
2024-12-07,Potatoes,549.2,30.6
2024-01-03,Barley,878.7,52.05
2023-04-13,Milk Fresh,60.5,148.58
2024-03-12,Oranges,310.6,46.37
2025-08-16,Wheat Durum,1777.3,59.22
2025-10-01,Tomatoes Cherry,564.2,18.52
2025-01-22,Soybeans,1899.3,42.86
2023-09-19,Yogurt Strawberry,351.9,63.32
2025-07-20,Raspberries,228.4,56.01
2023-09-01,Milk Fresh,483.2,113.75
2024-05-10,Wheat Organic,1284.6,30.45
2025-07-03,Grapes Red,109.6,41.77
2023-09-05,Milk Almond,99.9,46.81
2023-08-21,Onions Red,303.8,28.73
2025-05-18,Strawberries,226.0,118.98
2023-07-06,Cucumbers,240.1,36.612
2023-01-25,Eggs,380.3,148.55
2023-10-07,Corn Yellow,2366.5,34.49
2025-10-28,Cucumbers,474.8,42.01199999999999
2025-03-06,Corn White,1743.7,47.88
2024-05-04,Eggs,47.8,45.27
2025-09-18,Eggs Organic,200.5,43.72
2024-09-02,Mangoes,58.8,51.71
2025-05-18,Mangoes,204.5,44.57
2024-01-27,Eggs,390.1,31.18
2024-03-26,Butter,154.0,32.65
2024-04-05,Grapes Green,154.4,84.38399999999999
2025-08-10,Eggs Organic,256.1,129.69
2023-05-01,Milk Almond,485.5,117.9
2024-06-19,Rice Basmati,646.7,53.69
2024-07-16,Cabbage,133.6,17.28
2023-03-28,Raspberries,339.2,60.24
2025-05-10,Lettuce,561.6,20.16
2024-01-28,Lettuce,665.0,36.77
2023-02-13,Rice Basmati,1036.3,45.02
2025-04-21,Butter,221.1,95.8
2023-08-26,Cheese Feta,370.9,143.46
2025-08-26,Cheese Mozzarella,36.6,155.772
2024-10-14,Corn White,1632.8,52.62
2024-09-21,Quinoa,1977.5,40.52
2023-11-29,Milk Almond,81.5,66.07
2023-02-01,Butter,34.0,73.68
2025-12-30,Cream,433.7,82.59
2024-05-29,Broccoli,214.4,46.668
2023-09-25,Cheese Mozzarella,471.8,117.57
2024-11-14,Quinoa,1095.0,51.05
2024-06-20,Plums,177.0,41.73
2023-07-06,Soybeans,1408.5,51.8
2023-01-22,Butter,165.5,53.07
2024-12-19,Mangoes,140.4,66.54
2024-06-28,Tomatoes Fresh,693.1,32.484
2023-07-09,Yogurt Greek,157.9,113.88
2023-07-31,Cabbage,341.6,18.84
2025-11-16,Cheese Cheddar,66.1,77.39
2023-03-31,Blueberries,260.4,61.56
2023-01-07,Broccoli,157.3,47.712
2023-02-27,Grapes Green,380.6,74.316
2024-07-31,Bananas,104.3,78.18
2023-12-21,Yogurt Strawberry,131.6,54.86
2025-03-03,Pineapple,364.7,111.552
2024-11-29,Butter,259.6,123.15
2025-04-10,Rice Premium,1340.2,69.024
2025-07-04,Oranges,177.8,81.36
2025-03-28,Eggs,479.6,65.5
2023-10-23,Grapes Red,311.7,73.82
2025-01-28,Butter,217.6,77.95199999999998
2025-11-06,Eggs Organic,138.2,109.21
2025-04-22,Cucumbers,124.3,32.076
2025-06-15,Barley,1463.6,49.72
2025-11-18,Wheat Durum,604.8,38.03
2025-02-01,Lettuce,253.7,37.98
2025-05-18,Spinach,529.4,15.66
2023-01-25,Tomatoes Fresh,176.1,27.96
2024-04-12,Carrots Baby,561.0,36.1
2023-04-04,Potatoes Sweet,589.3,34.547999999999995
2024-04-30,Plums,192.3,40.82
2024-01-24,Cucumbers,192.2,43.5
2024-07-12,Pineapple,78.8,77.97
2024-02-07,Bananas,200.0,55.22
2023-01-08,Pears,286.5,65.17
2024-07-03,Potatoes,535.5,27.02
2023-11-10,Potatoes,462.4,22.88
2025-06-12,Strawberries,498.9,75.89999999999999
2025-07-29,Rice Premium,762.9,46.24
2025-12-22,Soybeans,1376.7,37.05
2024-07-29,Milk Fresh,170.5,26.52
2023-05-18,Butter,157.2,69.41
2024-03-30,Soybeans,693.5,51.69
2024-07-16,Oats,1409.5,35.39
2024-01-19,Quinoa,552.5,37.308
2025-06-12,Rice Premium,1394.5,55.83
2025-10-05,Cream,464.0,126.55
2024-01-10,Quinoa,1001.5,30.47
2023-08-24,Quinoa,1385.2,48.63
2023-07-21,Carrots Baby,534.1,35.35
2024-07-22,Yogurt Strawberry,112.7,129.13
2025-07-12,Soybeans,1900.1,33.65
2023-07-07,Carrots Baby,282.4,28.212
2025-02-17,Broccoli,517.1,34.56
2023-04-27,Spinach,450.1,18.56
2024-02-17,Corn White,1089.1,34.98
2025-04-20,Quinoa,757.9,65.808
2025-05-25,Barley,652.2,56.68
2023-07-26,Yogurt Greek,163.1,160.32
2025-03-13,Mangoes,340.9,53.55
2024-07-09,Blueberries,336.2,96.6
2025-12-31,Grapes Red,207.5,82.104
2023-11-19,Peppers Bell,628.4,35.68
2025-07-02,Yogurt Strawberry,131.9,49.88
2025-07-24,Eggs,427.3,91.428
2024-06-04,Yogurt Greek,46.8,54.42
2024-01-12,Raspberries,421.0,78.5
2025-03-28,Carrots Baby,221.5,32.18
2025-03-28,Cream,373.2,142.57
2023-04-04,Eggplant,528.4,21.44
2025-05-03,Carrots Baby,102.7,39.75
2025-12-22,Oranges,119.4,76.28
2025-08-06,Strawberries,271.4,66.98
2024-11-22,Pineapple,94.5,83.36
2025-07-06,Potatoes Sweet,341.7,18.732
2023-02-22,Pears,145.6,76.49
2025-12-16,Cream,152.8,173.808
2023-09-06,Milk Fresh,85.5,78.98
2023-05-20,Butter,443.5,33.708
2023-10-25,Rice Premium,2379.7,49.908
2024-07-12,Rice Basmati,1486.4,70.968
2024-06-21,Cheese Mozzarella,120.0,131.376
2023-07-28,Onions Red,152.7,31.58
2024-01-04,Raspberries,412.8,81.42
2025-05-24,Cabbage,108.8,32.388
2024-07-02,Quinoa,1650.4,58.452
2023-11-26,Corn White,1361.9,52.99
2025-03-17,Strawberries,70.1,92.36
2023-11-15,Mangoes,424.6,98.604
2023-11-07,Onions White,603.4,39.52
2024-12-17,Lettuce,522.3,16.63
2024-01-06,Zucchini,221.6,31.58
2023-12-11,Mangoes,159.3,70.56
2023-05-11,Eggs Organic,183.3,90.49
2024-06-16,Cabbage,494.6,35.0
2024-04-10,Eggs Organic,384.2,146.2
2024-12-15,Cheese Mozzarella,29.5,69.36
2025-10-20,Pineapple,139.1,44.6
2024-08-17,Tomatoes Cherry,452.3,40.176
2023-09-17,Quinoa,1148.2,52.77
2023-03-23,Rice Basmati,1777.3,54.648
2025-11-26,Yogurt Plain,443.0,116.62
2024-08-17,Cabbage,555.7,34.16
2025-09-17,Oranges Navel,145.8,54.11
2023-12-16,Rice Basmati,697.8,44.928
2024-07-12,Eggs Organic,315.4,34.69
2024-11-18,Peaches,287.7,62.7
2025-12-15,Eggplant,542.4,29.18
2023-03-31,Cauliflower,169.6,25.21
2025-10-30,Pears,142.8,93.29
2023-03-11,Oats,948.8,36.42
2023-06-14,Cheese Feta,306.4,140.71
2024-02-28,Lettuce,496.7,36.32
2024-07-04,Blueberries,362.5,55.884
2025-02-21,Grapes Green,350.8,44.53
2023-12-27,Quinoa,706.0,31.46
2023-03-05,Spinach,241.2,26.18
2024-04-25,Carrots Baby,471.1,39.432
2025-05-21,Milk Fresh,252.3,53.9
2023-12-28,Quinoa,1743.9,46.74
2024-03-02,Bananas,258.6,85.02
2025-12-09,Broccoli,293.6,16.86
2023-06-13,Peppers Bell,220.3,20.04
2024-01-17,Carrots,169.0,35.82
2023-03-26,Yogurt Greek,430.2,45.86
2023-12-11,Apples Green,187.5,84.18
2025-04-04,Tomatoes Cherry,149.4,27.444
2024-12-10,Milk Almond,74.0,124.11
2023-12-08,Strawberries,252.7,85.848
2023-05-08,Eggs Organic,171.8,30.26
2024-01-19,Cauliflower,394.2,17.34
2023-08-27,Corn White,1522.7,41.35
2023-04-24,Tomatoes Cherry,264.7,35.47
2024-05-28,Cabbage,125.7,33.93
2024-10-15,Pineapple,204.5,58.9
2023-06-04,Bananas,206.6,72.75
2024-06-02,Pears,107.2,41.21
2023-01-22,Rice Premium,1150.1,59.32
2024-04-02,Yogurt Plain,356.7,77.33
2024-12-10,Blueberries,83.7,77.976
2024-01-12,Oats,806.5,40.94
2024-01-23,Zucchini,487.2,35.46
2023-09-23,Raspberries,294.7,54.732
2025-11-12,Corn Yellow,590.2,41.652
2023-11-10,Carrots,567.4,41.856
2024-05-11,Barley,1220.1,39.31
2023-05-02,Onions White,539.6,36.42
2024-06-27,Grapes Red,374.1,50.01
2024-06-25,Mangoes,340.4,82.16
2023-03-19,Yogurt Strawberry,135.6,65.57
2025-03-14,Lettuce,481.8,47.568
2024-03-29,Broccoli,274.1,35.96
