id,product_name,category,region,date,quantity_sold,unit_price,total_revenue,supplier,customer_type,season,weather_condition,demand_score
1091,Cheese Feta,Dairy,Greater Noida,2024-10-21,217.1,40.94,8888.07,FarmFresh,Retail,Winter,Sunny,8.3
1092,Tomatoes Fresh,Vegetables,East Delhi,2024-07-17,418.3,37.17,15548.21,GreenFields,Retail,Monsoon,Foggy,8.8
1093,Rice Premium,Grains,Ghaziabad,2025-03-21,1417.4,57.67,81741.46,OrganicValley,Institution,Spring,Rainy,9.5
1094,Apples Red,Fruits,Noida,2023-08-27,138.8,82.01,11382.99,UrbanFarms,Restaurant,Spring,Stormy,7.2
1095,Wheat Organic,Grains,Gurgaon,2024-12-21,808.7,53.19,43014.75,OrganicValley,Retail,Monsoon,Cloudy,6.8
1096,Potatoes Sweet,Vegetables,Central Delhi,2025-06-09,690.3,30.37,20964.41,GreenFields,Restaurant,Summer,Windy,9.8
1097,Rice Premium,Grains,Greater Noida,2023-03-23,1660.7,52.572,72755.27,UrbanFarms,Export,Spring,Stormy,5.6
1098,Carrots,Vegetables,Gurgaon,2023-07-01,107.8,16.29,1756.06,PremiumAgri,Institution,Monsoon,Sunny,8.9
1099,Eggs Organic,Dairy,Gurgaon,2024-07-08,100.3,70.69,7090.21,SmartFarms,Wholesale,Monsoon,Foggy,9.5
1100,Soybeans,Grains,East Delhi,2024-01-26,800.6,57.54,46066.52,DairyBest,Retail,Summer,Foggy,7.1
1101,Corn Yellow,Grains,East Delhi,2024-08-26,1839.6,34.09,62711.96,GreenFields,Retail,Spring,Rainy,9.4
1102,Corn Yellow,Grains,Faridabad,2024-02-16,1562.2,51.33,80187.73,AgriCorp Ltd,Retail,Monsoon,Cloudy,7.7
1103,Apples Red,Fruits,West Delhi,2023-01-29,105.2,50.89,5353.63,UrbanFarms,Institution,Summer,Foggy,6.4
1104,Oranges Navel,Fruits,Ghaziabad,2024-05-21,60.2,98.98,5958.6,FarmFresh,Wholesale,Winter,Windy,5.3
1105,Potatoes Sweet,Vegetables,Ghaziabad,2025-10-22,524.0,44.663999999999994,19503.28,PremiumAgri,Export,Winter,Rainy,7.6
1106,Yogurt Greek,Dairy,Faridabad,2024-10-12,325.9,126.55,41242.64,FreshFruits,Retail,Winter,Cloudy,5.2
1107,Oranges,Fruits,North Delhi,2024-10-16,367.3,114.708,35110.21,OrganicValley,Export,Winter,Sunny,7.4
1108,Bananas,Fruits,Noida,2025-12-19,355.5,74.84,26605.62,NatureHarvest,Wholesale,Monsoon,Foggy,9.8
1109,Cauliflower,Vegetables,West Delhi,2023-04-18,296.2,21.68,6421.62,SmartFarms,Restaurant,Autumn,Sunny,5.8
1110,Yogurt Greek,Dairy,North Delhi,2024-07-13,223.3,120.708,22461.75,AgriCorp Ltd,Export,Monsoon,Foggy,5.4
1111,Bananas,Fruits,Central Delhi,2025-02-01,198.3,50.06,9926.9,SmartFarms,Wholesale,Monsoon,Rainy,6.0
1112,Cauliflower,Vegetables,Ghaziabad,2024-11-11,670.6,39.75,26656.35,PremiumAgri,Retail,Summer,Cloudy,6.4
1113,Milk Almond,Dairy,East Delhi,2023-07-20,43.6,107.83,4701.39,OrganicValley,Retail,Monsoon,Stormy,5.1
1114,Pears,Fruits,West Delhi,2025-01-17,206.2,47.27,9747.07,AgriCorp Ltd,Restaurant,Summer,Foggy,9.5
1115,Cucumbers,Vegetables,Faridabad,2024-10-31,436.8,17.37,7587.22,AgriCorp Ltd,Restaurant,Winter,Cloudy,5.0
1116,Apples Red,Fruits,North Delhi,2024-08-28,130.3,53.4,6958.02,SmartFarms,Institution,Spring,Stormy,6.1
1117,Yogurt Strawberry,Dairy,Gurgaon,2025-11-07,423.8,72.23,30611.07,DairyBest,Restaurant,Summer,Cloudy,6.3
1118,Cheese Mozzarella,Dairy,Gurgaon,2025-06-08,238.9,133.05,31785.65,SmartFarms,Restaurant,Summer,Rainy,5.3
1119,Wheat Organic,Grains,West Delhi,2025-06-25,1806.6,35.99,65019.53,NatureHarvest,Wholesale,Summer,Foggy,6.7
1120,Eggs Organic,Dairy,Greater Noida,2024-10-22,452.5,66.59,30131.98,NatureHarvest,Institution,Winter,Cloudy,5.2
1121,Plums,Fruits,West Delhi,2024-10-18,342.4,91.08,25988.16,AgriCorp Ltd,Export,Winter,Windy,7.6
1122,Cheese Feta,Dairy,West Delhi,2024-01-19,230.4,122.11,28134.14,GreenFields,Wholesale,Summer,Windy,8.7
1123,Bananas,Fruits,Ghaziabad,2024-04-26,300.5,61.57,18501.78,GreenFields,Institution,Autumn,Rainy,5.7
1124,Apples Green,Fruits,Faridabad,2025-06-09,487.2,59.77,29119.94,OrganicValley,Retail,Summer,Sunny,6.0
1125,Yogurt Strawberry,Dairy,East Delhi,2023-06-19,173.6,93.25,16188.2,GreenFields,Institution,Summer,Sunny,8.3
1126,Cauliflower,Vegetables,Ghaziabad,2024-06-17,766.3,33.01,25295.56,PremiumAgri,Institution,Summer,Sunny,7.8
1127,Broccoli,Vegetables,East Delhi,2024-04-02,560.0,38.796,18104.8,FarmFresh,Export,Autumn,Stormy,6.4
1128,Raspberries,Fruits,Ghaziabad,2023-02-11,174.0,75.56,13147.44,OrganicValley,Retail,Monsoon,Stormy,6.4
1129,Strawberries,Fruits,Noida,2023-01-30,68.1,95.316,5409.18,FarmFresh,Export,Summer,Foggy,9.2
1130,Peppers Bell,Vegetables,Central Delhi,2024-10-22,516.5,25.34,13088.11,PremiumAgri,Retail,Winter,Cloudy,5.3
1131,Onions Red,Vegetables,Faridabad,2024-10-17,190.3,15.58,2964.87,GreenFields,Restaurant,Winter,Sunny,5.8
1132,Cauliflower,Vegetables,North Delhi,2023-11-23,153.7,25.7,3950.09,FreshFruits,Wholesale,Summer,Rainy,6.0
1133,Potatoes,Vegetables,East Delhi,2024-04-05,303.7,36.55,11100.23,PremiumAgri,Restaurant,Autumn,Sunny,5.8
1134,Wheat Organic,Grains,South Delhi,2023-01-21,882.0,31.56,27835.92,DairyBest,Institution,Summer,Windy,5.6
1135,Rice Premium,Grains,South Delhi,2025-10-12,1166.9,53.81,62790.89,AgriCorp Ltd,Institution,Winter,Windy,9.5
1136,Pineapple,Fruits,West Delhi,2024-07-16,333.3,78.13199999999999,21701.16,AgriCorp Ltd,Export,Monsoon,Stormy,8.4
1137,Wheat Organic,Grains,Noida,2023-11-08,525.3,55.81,29316.99,SmartFarms,Wholesale,Summer,Stormy,8.2
1138,Grapes Red,Fruits,South Delhi,2024-06-17,72.4,43.75,3167.5,FreshFruits,Institution,Summer,Rainy,7.3
1139,Potatoes Sweet,Vegetables,Gurgaon,2025-09-18,233.7,30.09,7032.03,SmartFarms,Retail,Autumn,Cloudy,5.1
1140,Quinoa,Grains,South Delhi,2025-08-24,1694.0,36.47,61780.18,UrbanFarms,Retail,Spring,Cloudy,9.5
1141,Eggs Organic,Dairy,South Delhi,2023-10-28,67.0,59.13,3961.71,DairyBest,Wholesale,Winter,Foggy,8.2
1142,Cheese Mozzarella,Dairy,Ghaziabad,2023-12-13,360.7,45.09,16263.96,SmartFarms,Restaurant,Monsoon,Rainy,6.6
1143,Potatoes,Vegetables,Gurgaon,2024-05-01,149.2,18.744,2330.5,AgriCorp Ltd,Export,Winter,Stormy,5.1
1144,Yogurt Greek,Dairy,West Delhi,2023-11-09,91.7,72.18,6618.91,UrbanFarms,Institution,Summer,Foggy,6.9
1145,Raspberries,Fruits,Ghaziabad,2024-11-23,81.4,68.97,5614.16,AgriCorp Ltd,Retail,Summer,Stormy,5.3
1146,Cheese Feta,Dairy,Central Delhi,2025-07-01,285.2,138.83,39594.32,FreshFruits,Restaurant,Monsoon,Windy,6.5
1147,Cheese Mozzarella,Dairy,Ghaziabad,2024-12-23,260.3,91.96,23937.19,NatureHarvest,Wholesale,Monsoon,Rainy,7.4
1148,Oranges Navel,Fruits,Gurgaon,2025-09-08,311.8,79.1,24663.38,AgriCorp Ltd,Retail,Autumn,Cloudy,7.5
1149,Oats,Grains,Faridabad,2024-07-29,1227.6,46.967999999999996,48048.26,UrbanFarms,Export,Monsoon,Stormy,5.8
1150,Quinoa,Grains,Central Delhi,2025-02-03,527.9,34.9,18423.71,PremiumAgri,Retail,Monsoon,Stormy,5.4
1151,Corn White,Grains,North Delhi,2025-06-15,808.3,53.25,43041.97,DairyBest,Restaurant,Summer,Foggy,7.3
1152,Cream,Dairy,Central Delhi,2025-07-03,146.7,31.09,4560.9,AgriCorp Ltd,Retail,Monsoon,Stormy,7.7
1153,Eggs Organic,Dairy,Greater Noida,2025-07-13,22.1,56.79,1255.06,SmartFarms,Wholesale,Monsoon,Rainy,5.5
1154,Corn Yellow,Grains,South Delhi,2024-07-04,1339.8,35.21,47174.36,FarmFresh,Retail,Monsoon,Foggy,5.4
1155,Milk Fresh,Dairy,North Delhi,2025-10-09,400.8,120.24,48192.19,NatureHarvest,Institution,Winter,Sunny,7.4
1156,Oranges,Fruits,Greater Noida,2024-07-05,386.4,68.22,26360.21,FreshFruits,Retail,Monsoon,Cloudy,8.1
1157,Wheat Durum,Grains,West Delhi,2023-12-15,1680.5,45.29,76109.85,OrganicValley,Restaurant,Monsoon,Stormy,5.3
1158,Rice Basmati,Grains,Gurgaon,2023-03-05,1304.1,34.02,44365.48,OrganicValley,Retail,Spring,Windy,9.7
1159,Plums,Fruits,East Delhi,2025-04-10,122.8,55.19,6777.33,FreshFruits,Retail,Autumn,Sunny,6.3
1160,Barley,Grains,Greater Noida,2023-10-03,1027.0,30.57,31395.39,SmartFarms,Wholesale,Winter,Foggy,9.0
1161,Plums,Fruits,Central Delhi,2023-12-07,315.6,49.05,15480.18,UrbanFarms,Institution,Monsoon,Windy,8.6
1162,Quinoa,Grains,Ghaziabad,2024-08-15,1042.0,44.64,46514.88,PremiumAgri,Institution,Spring,Cloudy,7.2
1163,Carrots Baby,Vegetables,West Delhi,2025-03-26,580.2,19.96,11580.79,OrganicValley,Retail,Spring,Cloudy,5.1
1164,Milk Fresh,Dairy,East Delhi,2024-09-02,118.3,132.98,15731.53,AgriCorp Ltd,Retail,Autumn,Sunny,9.4
1165,Plums,Fruits,Ghaziabad,2025-02-16,225.8,61.84,13963.47,PremiumAgri,Institution,Monsoon,Rainy,8.5
1166,Pears,Fruits,Gurgaon,2025-12-23,366.3,53.31,19527.45,SmartFarms,Retail,Monsoon,Stormy,8.4
1167,Milk Almond,Dairy,Gurgaon,2024-11-04,295.7,135.94,40197.46,OrganicValley,Restaurant,Summer,Stormy,9.2
1168,Pears,Fruits,East Delhi,2024-06-01,381.7,42.77,16325.31,AgriCorp Ltd,Retail,Summer,Windy,5.2
1169,Cheese Cheddar,Dairy,South Delhi,2024-07-19,95.1,133.67,12712.02,OrganicValley,Institution,Monsoon,Cloudy,6.8
1170,Peaches,Fruits,West Delhi,2023-11-04,236.6,94.6,22382.36,PremiumAgri,Restaurant,Summer,Windy,6.1
1171,Corn Yellow,Grains,Gurgaon,2024-12-30,1161.0,47.79,55484.19,OrganicValley,Restaurant,Monsoon,Cloudy,7.3
1172,Cream,Dairy,Central Delhi,2023-09-18,209.5,28.42,5953.99,UrbanFarms,Restaurant,Autumn,Windy,9.9
1173,Raspberries,Fruits,North Delhi,2025-04-23,327.1,71.74,23466.15,OrganicValley,Institution,Autumn,Cloudy,6.3
1174,Milk Fresh,Dairy,West Delhi,2023-07-01,367.8,56.2,20670.36,GreenFields,Wholesale,Monsoon,Stormy,5.3
1175,Strawberries,Fruits,Greater Noida,2023-04-12,352.2,80.43,28327.45,FreshFruits,Wholesale,Autumn,Windy,8.8
1176,Pineapple,Fruits,South Delhi,2024-09-10,172.3,66.87,11521.7,NatureHarvest,Wholesale,Autumn,Rainy,8.1
1177,Soybeans,Grains,Central Delhi,2023-07-17,1987.0,59.58,118385.46,OrganicValley,Restaurant,Monsoon,Cloudy,6.4
1178,Onions Red,Vegetables,Gurgaon,2024-07-04,331.2,26.86,8896.03,FarmFresh,Wholesale,Monsoon,Sunny,9.8
1179,Plums,Fruits,Faridabad,2025-06-29,266.8,44.08,11760.54,SmartFarms,Retail,Summer,Windy,7.3
1180,Plums,Fruits,Ghaziabad,2023-06-18,363.1,80.28,29149.67,FreshFruits,Restaurant,Summer,Windy,7.8
1181,Milk Almond,Dairy,Central Delhi,2025-03-11,292.9,109.2,31984.68,UrbanFarms,Restaurant,Spring,Windy,6.0
1182,Oats,Grains,Ghaziabad,2025-03-23,1592.3,41.39,65905.3,GreenFields,Institution,Spring,Foggy,9.1
1183,Oranges Navel,Fruits,Faridabad,2024-05-20,338.2,42.4,14339.68,FreshFruits,Restaurant,Winter,Stormy,5.3
1184,Soybeans,Grains,Central Delhi,2023-11-04,1460.2,52.16,76164.03,NatureHarvest,Institution,Summer,Rainy,8.5
1185,Carrots Baby,Vegetables,Greater Noida,2023-01-27,742.0,16.57,12294.94,PremiumAgri,Wholesale,Summer,Windy,5.6
1186,Yogurt Strawberry,Dairy,Greater Noida,2025-11-26,387.8,82.404,26630.23,DairyBest,Export,Summer,Cloudy,6.4
1187,Soybeans,Grains,West Delhi,2025-05-17,988.3,59.9,59199.17,UrbanFarms,Wholesale,Winter,Windy,9.0
1188,Carrots,Vegetables,West Delhi,2023-11-25,490.6,18.96,9301.78,NatureHarvest,Retail,Summer,Cloudy,9.5
1189,Eggplant,Vegetables,North Delhi,2025-08-06,453.0,31.42,14233.26,AgriCorp Ltd,Retail,Spring,Foggy,9.7
1190,Potatoes,Vegetables,Faridabad,2024-07-20,584.7,21.07,12319.63,AgriCorp Ltd,Restaurant,Monsoon,Rainy,9.7
1191,Grapes Green,Fruits,Gurgaon,2024-10-15,369.4,53.3,19689.02,SmartFarms,Retail,Winter,Stormy,7.1
1192,Apples Red,Fruits,West Delhi,2023-03-27,316.8,45.4,14382.72,UrbanFarms,Wholesale,Spring,Rainy,5.2
1193,Wheat Durum,Grains,Noida,2023-09-25,551.5,59.91,33040.36,DairyBest,Restaurant,Autumn,Sunny,5.7
1194,Cabbage,Vegetables,Central Delhi,2025-06-18,505.2,25.068,10553.63,FarmFresh,Export,Summer,Sunny,8.6
1195,Mangoes,Fruits,Greater Noida,2023-06-04,348.7,89.53,31219.11,UrbanFarms,Wholesale,Summer,Sunny,8.9
1196,Wheat Durum,Grains,South Delhi,2025-05-19,998.4,52.46,52376.06,PremiumAgri,Restaurant,Winter,Rainy,7.4
1197,Pears,Fruits,Ghaziabad,2024-04-24,337.4,78.79,26583.75,OrganicValley,Retail,Autumn,Windy,9.2
1198,Cheese Cheddar,Dairy,Ghaziabad,2024-01-31,199.3,122.05199999999999,20270.8,SmartFarms,Export,Summer,Sunny,5.7
1199,Spinach,Vegetables,Noida,2024-11-23,211.4,18.25,3858.05,OrganicValley,Institution,Summer,Sunny,8.3
1200,Raspberries,Fruits,Central Delhi,2023-02-11,307.0,81.82,25118.74,UrbanFarms,Institution,Monsoon,Cloudy,7.3
1201,Quinoa,Grains,Ghaziabad,2024-09-23,1421.3,47.67,67753.37,UrbanFarms,Wholesale,Autumn,Sunny,6.0
1202,Cucumbers,Vegetables,Ghaziabad,2024-05-21,372.9,33.42,12462.32,DairyBest,Institution,Winter,Rainy,7.1
1203,Corn Yellow,Grains,Greater Noida,2023-04-21,874.4,35.93,31417.19,GreenFields,Restaurant,Autumn,Stormy,5.4
1204,Cucumbers,Vegetables,Ghaziabad,2023-12-22,123.3,25.97,3202.1,OrganicValley,Retail,Monsoon,Sunny,5.9
1205,Carrots,Vegetables,Gurgaon,2024-03-09,290.0,34.547999999999995,8349.1,DairyBest,Export,Spring,Rainy,7.5
1206,Potatoes Sweet,Vegetables,Noida,2024-09-23,539.0,25.76,13884.64,PremiumAgri,Wholesale,Autumn,Rainy,7.3
1207,Butter,Dairy,North Delhi,2025-03-04,451.4,124.15,56041.31,UrbanFarms,Restaurant,Spring,Cloudy,9.3
1208,Eggs,Dairy,West Delhi,2024-08-03,131.3,30.59,4016.47,FarmFresh,Retail,Spring,Cloudy,8.5
1209,Butter,Dairy,Faridabad,2023-09-10,445.6,86.18,38401.81,DairyBest,Institution,Autumn,Rainy,7.0
1210,Yogurt Strawberry,Dairy,Ghaziabad,2025-11-12,193.1,116.71,22536.7,OrganicValley,Institution,Summer,Windy,8.5
1211,Grapes Green,Fruits,North Delhi,2023-01-04,327.6,66.47,21775.57,NatureHarvest,Institution,Summer,Cloudy,8.9
1212,Plums,Fruits,East Delhi,2024-06-10,218.4,42.91,9371.54,OrganicValley,Restaurant,Summer,Stormy,9.3
1213,Zucchini,Vegetables,Ghaziabad,2023-03-07,495.4,20.37,10091.3,UrbanFarms,Restaurant,Spring,Stormy,8.4
1214,Grapes Red,Fruits,Noida,2024-08-31,96.3,83.11,8003.49,OrganicValley,Institution,Spring,Cloudy,8.9
1215,Eggplant,Vegetables,Central Delhi,2024-05-30,454.8,39.24,14871.96,OrganicValley,Export,Winter,Cloudy,7.6
1216,Mangoes,Fruits,Central Delhi,2024-02-27,327.8,50.03,16399.83,UrbanFarms,Wholesale,Monsoon,Foggy,5.6
1217,Zucchini,Vegetables,Noida,2025-08-31,257.4,22.13,5696.26,GreenFields,Wholesale,Spring,Foggy,7.9
1218,Eggplant,Vegetables,West Delhi,2023-06-26,162.6,28.78,4679.63,OrganicValley,Restaurant,Summer,Sunny,5.9
1219,Rice Basmati,Grains,Gurgaon,2025-12-02,764.6,55.59,42504.11,DairyBest,Wholesale,Monsoon,Windy,7.4
1220,Yogurt Plain,Dairy,East Delhi,2025-08-11,402.0,99.25,39898.5,NatureHarvest,Retail,Spring,Windy,6.6
1221,Bananas,Fruits,East Delhi,2023-05-10,306.2,53.688,13699.39,NatureHarvest,Export,Winter,Rainy,8.3
1222,Oats,Grains,Greater Noida,2025-12-02,1009.6,53.81,54326.58,FarmFresh,Restaurant,Monsoon,Rainy,9.6
1223,Bananas,Fruits,Gurgaon,2025-04-11,325.5,55.992,15187.83,AgriCorp Ltd,Export,Autumn,Foggy,7.8
1224,Yogurt Strawberry,Dairy,Central Delhi,2025-07-05,212.4,36.57,7767.47,NatureHarvest,Retail,Monsoon,Sunny,8.6
1225,Peaches,Fruits,North Delhi,2025-07-23,370.7,79.356,24514.39,FreshFruits,Export,Monsoon,Windy,7.8
1226,Corn Yellow,Grains,South Delhi,2025-04-16,1406.5,56.31,79200.01,DairyBest,Retail,Autumn,Sunny,6.8
1227,Carrots,Vegetables,North Delhi,2025-10-28,583.6,29.855999999999998,14519.97,AgriCorp Ltd,Export,Winter,Rainy,8.6
1228,Onions Red,Vegetables,Noida,2025-07-27,524.6,27.38,14363.55,OrganicValley,Retail,Monsoon,Stormy,5.7
1229,Eggs,Dairy,Gurgaon,2025-10-03,192.1,34.46,6619.77,OrganicValley,Institution,Winter,Sunny,9.3
1230,Raspberries,Fruits,East Delhi,2025-04-04,229.2,81.39,18654.59,FreshFruits,Wholesale,Autumn,Foggy,6.1
1231,Yogurt Plain,Dairy,West Delhi,2023-03-28,156.0,58.14,7558.2,SmartFarms,Export,Spring,Stormy,9.2
1232,Apples Red,Fruits,Ghaziabad,2023-09-03,210.2,111.264,19489.74,GreenFields,Export,Autumn,Rainy,9.6
1233,Rice Premium,Grains,East Delhi,2023-09-28,1297.7,53.39,69284.2,GreenFields,Retail,Autumn,Windy,8.6
1234,Peaches,Fruits,Ghaziabad,2024-12-17,192.5,83.49,16071.82,NatureHarvest,Wholesale,Monsoon,Windy,5.7
1235,Grapes Red,Fruits,East Delhi,2023-02-11,323.3,72.26,23361.66,AgriCorp Ltd,Retail,Monsoon,Rainy,9.7
1236,Cheese Mozzarella,Dairy,East Delhi,2025-02-22,452.3,34.55,15626.96,UrbanFarms,Wholesale,Monsoon,Stormy,7.8
1237,Yogurt Plain,Dairy,Central Delhi,2025-05-06,306.7,57.39,17601.51,DairyBest,Retail,Winter,Cloudy,10.0
1238,Plums,Fruits,Central Delhi,2025-02-03,285.0,68.81,19610.85,AgriCorp Ltd,Institution,Monsoon,Windy,8.2
1239,Grapes Green,Fruits,Gurgaon,2024-02-20,81.7,45.37,3706.73,SmartFarms,Institution,Monsoon,Stormy,9.4
1240,Mangoes,Fruits,North Delhi,2023-09-10,331.6,53.45,17724.02,GreenFields,Restaurant,Autumn,Foggy,8.5
1241,Yogurt Plain,Dairy,Greater Noida,2024-10-01,70.9,104.87,7435.28,PremiumAgri,Wholesale,Winter,Sunny,6.3
1242,Milk Almond,Dairy,Noida,2024-10-27,262.9,135.444,29673.52,OrganicValley,Export,Winter,Stormy,7.7
1243,Cabbage,Vegetables,Greater Noida,2025-09-27,181.8,35.75,6499.35,PremiumAgri,Wholesale,Autumn,Cloudy,8.7
1244,Bananas,Fruits,South Delhi,2023-12-25,393.4,84.804,27801.58,AgriCorp Ltd,Export,Monsoon,Stormy,5.1
1245,Oranges Navel,Fruits,Central Delhi,2024-08-20,131.6,76.83,10110.83,PremiumAgri,Wholesale,Spring,Cloudy,7.3
1246,Corn Yellow,Grains,West Delhi,2023-11-22,1737.6,52.22,90737.47,FarmFresh,Wholesale,Summer,Rainy,9.3
1247,Spinach,Vegetables,Noida,2023-01-14,399.4,16.67,6658.0,NatureHarvest,Institution,Summer,Cloudy,9.8
1248,Corn White,Grains,Faridabad,2025-08-05,1474.7,49.0,72260.3,FarmFresh,Institution,Spring,Foggy,9.9
1249,Eggs,Dairy,Noida,2023-08-17,395.1,29.97,11841.15,UrbanFarms,Institution,Spring,Rainy,5.3
1250,Potatoes,Vegetables,Faridabad,2024-12-16,268.2,23.35,6262.47,SmartFarms,Retail,Monsoon,Stormy,5.4
1251,Tomatoes Cherry,Vegetables,West Delhi,2024-05-01,179.1,23.544,3513.94,AgriCorp Ltd,Export,Winter,Foggy,6.2
1252,Peaches,Fruits,Faridabad,2024-03-31,313.7,47.65,14947.8,OrganicValley,Restaurant,Spring,Cloudy,8.7
1253,Wheat Organic,Grains,Gurgaon,2025-01-30,1869.8,48.47,90629.21,OrganicValley,Retail,Summer,Stormy,8.6
1254,Spinach,Vegetables,Central Delhi,2024-05-12,542.7,19.63,10653.2,AgriCorp Ltd,Restaurant,Winter,Windy,6.6
1255,Barley,Grains,Noida,2024-03-29,1215.2,56.66,68853.23,GreenFields,Institution,Spring,Sunny,6.5
1256,Onions Red,Vegetables,Faridabad,2023-08-26,378.1,32.43,12261.78,FreshFruits,Wholesale,Spring,Sunny,6.1
1257,Grapes Red,Fruits,Central Delhi,2024-11-09,252.8,47.61,12035.81,OrganicValley,Institution,Summer,Rainy,6.5
1258,Eggplant,Vegetables,North Delhi,2025-11-19,291.2,26.148,6345.25,GreenFields,Export,Summer,Windy,5.2
1259,Eggs,Dairy,Greater Noida,2023-01-01,82.4,75.5,6221.2,OrganicValley,Retail,Summer,Sunny,6.9
1260,Peppers Bell,Vegetables,Ghaziabad,2024-10-26,458.1,39.77,18218.64,PremiumAgri,Institution,Winter,Sunny,9.3
1261,Milk Almond,Dairy,North Delhi,2025-11-29,132.1,59.004,6495.36,FreshFruits,Export,Summer,Foggy,5.4
1262,Yogurt Strawberry,Dairy,West Delhi,2025-12-05,220.7,52.85,11663.99,UrbanFarms,Retail,Monsoon,Rainy,5.4
1263,Milk Almond,Dairy,North Delhi,2025-04-13,403.2,89.43,36058.18,DairyBest,Institution,Autumn,Sunny,9.0
1264,Carrots Baby,Vegetables,South Delhi,2025-03-28,170.0,37.26,6334.2,NatureHarvest,Institution,Spring,Sunny,10.0
1265,Milk Fresh,Dairy,Noida,2025-11-26,83.1,87.972,6092.06,FarmFresh,Export,Summer,Rainy,6.9
1266,Eggs Organic,Dairy,Central Delhi,2025-12-09,36.4,129.89,4728.0,SmartFarms,Restaurant,Monsoon,Sunny,5.5
1267,Corn White,Grains,East Delhi,2024-09-19,891.8,39.6,35315.28,GreenFields,Restaurant,Autumn,Windy,5.4
1268,Wheat Organic,Grains,Ghaziabad,2023-12-13,511.2,40.8,20856.96,OrganicValley,Restaurant,Monsoon,Foggy,8.9
1269,Yogurt Plain,Dairy,Ghaziabad,2024-04-28,65.2,25.83,1684.12,SmartFarms,Wholesale,Autumn,Windy,9.7
1270,Onions White,Vegetables,South Delhi,2025-05-10,128.5,33.89,4354.86,UrbanFarms,Institution,Winter,Stormy,9.0
1271,Strawberries,Fruits,Faridabad,2024-01-27,371.0,44.37,16461.27,DairyBest,Institution,Summer,Foggy,8.1
1272,Lettuce,Vegetables,Ghaziabad,2024-12-20,127.7,39.84,5087.57,OrganicValley,Restaurant,Monsoon,Rainy,10.0
1273,Rice Basmati,Grains,Faridabad,2024-02-29,1931.1,37.775999999999996,60791.03,FreshFruits,Export,Monsoon,Foggy,6.4
1274,Potatoes Sweet,Vegetables,East Delhi,2025-12-24,453.8,29.14,13223.73,DairyBest,Wholesale,Monsoon,Cloudy,6.9
1275,Bananas,Fruits,Gurgaon,2024-06-15,258.1,58.12,15000.77,FarmFresh,Wholesale,Summer,Stormy,8.2
1276,Raspberries,Fruits,Greater Noida,2023-06-29,235.7,112.932,22181.73,NatureHarvest,Export,Summer,Foggy,5.6
1277,Cheese Mozzarella,Dairy,Faridabad,2024-01-31,74.4,70.05,5211.72,DairyBest,Institution,Summer,Stormy,5.9
1278,Cauliflower,Vegetables,Central Delhi,2023-09-24,176.8,15.88,2807.58,AgriCorp Ltd,Wholesale,Autumn,Foggy,9.0
1279,Plums,Fruits,West Delhi,2023-06-03,190.3,97.54,18561.86,SmartFarms,Institution,Summer,Foggy,9.5
1280,Wheat Organic,Grains,West Delhi,2023-05-30,782.4,50.83,39769.39,GreenFields,Wholesale,Winter,Sunny,7.6
1281,Yogurt Greek,Dairy,Ghaziabad,2025-12-12,71.6,103.57,7415.61,FarmFresh,Restaurant,Monsoon,Foggy,8.9
1282,Yogurt Strawberry,Dairy,East Delhi,2024-07-26,217.6,68.67,14942.59,PremiumAgri,Restaurant,Monsoon,Foggy,7.8
1283,Yogurt Strawberry,Dairy,South Delhi,2025-08-14,274.9,141.33,38851.62,DairyBest,Restaurant,Spring,Windy,9.2
1284,Milk Fresh,Dairy,South Delhi,2023-05-14,135.0,120.93,16325.55,FarmFresh,Institution,Winter,Foggy,9.9
1285,Blueberries,Fruits,Greater Noida,2024-01-11,152.7,72.58,11082.97,PremiumAgri,Restaurant,Summer,Rainy,6.0
1286,Grapes Red,Fruits,East Delhi,2025-12-08,190.1,67.95,12917.3,AgriCorp Ltd,Retail,Monsoon,Rainy,5.1
1287,Oats,Grains,Ghaziabad,2025-07-21,809.1,48.096,32428.73,NatureHarvest,Export,Monsoon,Windy,6.8
1288,Grapes Green,Fruits,Central Delhi,2024-05-04,56.4,45.21,2549.84,DairyBest,Restaurant,Winter,Sunny,6.7
1289,Cheese Mozzarella,Dairy,Noida,2023-03-16,71.6,47.17,3377.37,OrganicValley,Wholesale,Spring,Stormy,6.8
1290,Spinach,Vegetables,Faridabad,2025-07-11,478.9,18.86,9032.05,PremiumAgri,Institution,Monsoon,Rainy,6.0
1291,Yogurt Plain,Dairy,South Delhi,2025-11-06,127.0,115.66,14688.82,UrbanFarms,Institution,Summer,Windy,8.3
1292,Cream,Dairy,Central Delhi,2024-03-13,355.3,72.02,25588.71,SmartFarms,Institution,Spring,Cloudy,7.3
1293,Cheese Feta,Dairy,Noida,2024-06-16,458.4,65.68,30107.71,FreshFruits,Wholesale,Summer,Windy,6.1
1294,Quinoa,Grains,North Delhi,2024-07-18,628.2,47.268,24744.8,OrganicValley,Export,Monsoon,Cloudy,5.3
1295,Lettuce,Vegetables,Greater Noida,2024-12-31,283.0,35.84,10142.72,OrganicValley,Restaurant,Monsoon,Stormy,8.3
1296,Quinoa,Grains,Gurgaon,2025-03-04,1751.5,46.16,80849.24,UrbanFarms,Restaurant,Spring,Rainy,7.7
